asn,name
31096,Bandit Holding AS
31097,Corner Banca SA
31098,ASPedi GmbH
31102,TV Adler-Trading SRL
31103,Keyweb AG
31105,Glowny Urzad Geodezji I Kartografii
31106,Wroclawski Park Technologiczny S.A.
31108,Akamai International B.V.
31112,Siberian Telecommunications Ltd.
31113,Artkomm LLC
31114,UnifiedPost UAB
31115,Intred S.p.A.
31117,ENERGOTEL a.s.
31121,WpWeb S.r.l.
31122,Digiweb ltd
31124,Societe Electrique des Forces de l'Aubonne
31125,Mavra Verwaltungsgmbh
31126,Sodetel S.A.L.
31127,SATRO s.r.o.
31128,Apple Distribution International Ltd.
31129,Miedzynarodowe Targi Poznanskie Sp. z o.o.
31130,Epsilon Gamma Net Aps
31131,Grundfos Holding A/S
31132,Adista SAS
31133,PJSC MegaFon
31134,AMZS d.o.o.
31138,Ltd IPTelecom
31140,Bulgarian Stock Exchange AD
31141,Swissquote Bank SA
31143,Cosmos TV JLLC
31144,United Nations World Food Programme
31145,State Higher Educational Institution 'Precarpathian National University of Vasyl Stefanyk'
31146,Ebner Industrieofenbau Ges.m.b.H.
31147,Inline Internet Online Dienste GmbH
31148,Freenet LTD
31149,Shtoler Vitaliy Andreevich
31151,Performance Horizon Group Limited
31152,Engel Austria GmbH
31154,Toyota Motor Europe SA
31158,Asgard LLC
31161,Asee Solutions d.o.o. Beograd
31162,Cognyte Technologies Israel Ltd
31163,PJSC MegaFon
31164,Laboratorios del Doctor Esteve SA
31165,Pelion S.A.
31167,Axione S.A.S.
31168,AirAccess GmbH
31169,Sognenett AS
31172,Dragonfly Holding B.V.
31173,STM Networks LLC
31174,Ao Raiffeisenbank
31175,Securities and Exchange Organization
31178,Celeonet SAS
31180,Ellisphere S.A.
31181,Ubezpieczeniowy Fundusz Gwarancyjny
31182,Saman Bank PJSC
31183,LLC European Media Group
31184,Michael Bussmann
31186,Tilman Eins Trading As Witte Burotechnik
31187,Ukrtechstroy Ltd
31192,JSC Open Technologies 98
31195,PJSC MegaFon
31197,FNH media KG
31198,Space Norway (UK) Limited
31200,Novotelecom Ltd
31202,Qualcomm (UK) Limited
31203,Sharq Telekom CJSC
31204,Orange Moldova S.A.
31205,PJSC MegaFon
31206,National University of Food Technologies
31208,PJSC MegaFon
31209,Digihero B.V.
31210,Digital Telecom IX LLC
31213,PJSC MegaFon
31214,TIS Dialog LLC
31215,The Republic of Croatia Ministry of Finance
31216,BSO Network Solutions SAS
31220,Six Degrees Technology Group Limited
31221,Nlighten France SAS
31222,Mewecom Italia SpA
31223,Electronic Arts Limited
31224,PJSC MegaFon
31225,JSC Oblcom
31229,Beyond.pl sp. z o.o.
31234,KRAM Ltd
31235,SkiWebCenter Sarl
31236,Reykjavik City Hall
31239,Johann Baldermann
31241,ASP SA
31242,P4 Sp. Z O.O.
31244,My Server Media SRL
31246,O2 Czech Republic A.S.
31248,Cineca Consorzio Interuniversitario
31249,Instituto de Empresa S.L.
31251,Falco Networks B.V.
31252,StarNet Solutii SRL
31253,Jusan Mobile JSC
31256,Warwickshire County Council
31257,Orion Telecom LLC
31259,Komsa AG
31261,PJSC MegaFon
31262,Edicom Capital S.L.
31263,Mynet S.r.l.
31264,Advania Norge AS
31267,Stroeer Polska Sp. z o.o.
31272,WildPark Co
31273,Bistech Managed Services Ltd
31275,LLC Telecom-Service
31276,Die Netz-Werker Systemmanagement und Datennetze AG
31277,OOO New Line Telecom
31278,Administratia Nationala de Meteorologie RA
31280,Bank Polskiej Spoldzielczosci SA
31285,HSBC Trinkaus & Burkhardt GmbH
31287,IPAcct Cable Ltd
31293,ITNS Global Eood
31294,Stis Engineering LLC
31297,Axian Kft.
31298,Zulu Ltd.
31303,National Iranian Oil Company
31304,Espol SP. Z O. O.
31305,DKM Ltd
31306,TAURON Obsluga Klienta Sp. z o.o.
31307,Yapi Kredi Yatirim Menkul Degerler A.S.
31310,Siemens Digital Logistics Sp. z o.o.
31313,Serviciul de Telecomunicatii Speciale
31314,Digital-Service LLC
31315,Volkswagen Bank GmbH
31317,AnschlussWerk GmbH
31319,Estracom Spa
31324,Ministry of industry and trade of the Russian Federation
31328,Schneider Electric Industries SAS
31332,Industria de Turbo Propulsores S.A.
31333,Hosting.de GmbH
31336,Mitu Telecom LLC
31337,ELEET Networks
31343,Intertelecom Ltd
31344,Joint Stock Company State Scientific Center of the Russian Federation - Physical and Energy Institute Named After A.I. Leipunsky
31345,Business Network Ltd
31346,Datadec Online S.A.
31347,Porta One-Chernihiv Ltd
31348,Nacura IT-Service GmbH & Co. KG
31349,a-net Liberec s.r.o.
31350,Private Enterprise ITM
31352,Mainova AG
31354,iWave Solutions SRL
31357,Limited Company Information and Consulting Agency
31359,PJSC Vimpelcom
31360,Private Joint-Stock Company Inter TV-Channel
31361,unit-IT Dienstleistungs GmbH & Co KG
31362,NetProtect Srl
31363,JSC ER-Telecom Holding
31364,Joint Stock Company TransTeleCom
31365,NGI2 Technologies Ou
31367,Zayo Infrastructure France SA
31368,Astelnet Ltd.
31369,National Social Security Institute
31370,OOO Gruppa Mosline
31371,Wissenschaftsladen Dortmund e.V.
31374,EBE-EDV-Beratungs- und Entwicklungs-Gesm.b.H.
31375,Antoine Versini
31376,Smart Telecom Limited
31379,Federal Agency for State Property Management
31381,Wyzsza Szkola Informatyki i Zarzadzania
31382,CANCOM Austria AG
31383,Computel Standby BV
31388,NVP-Connect Ltd.
31389,EasyLineHost Finland Oy
31390,Bravenet S.A.R.L
31391,Israel Internet Association
31392,SAIC Motor UK Technical Centre Limited
31394,nemox.net InformationsTechnologie OG
31396,Juliane Holzt
31399,Mercedes-Benz Group AG
31400,FirstColo GmbH
31401,Credito Agricola Servicos - Centro de Servicos Partilhadosace
31402,Rank Digital Limited
31403,IN.VA. S.p.A.
31404,Lycatel Distribution UK Limited
31409,SEL Telecom S.A.
31410,Nova hf
31411,Irish Continental Group Plc.
31412,Stowarzyszenie Milosnikow Telewizji Satelitarnej Astral
31413,Super Bock Bebidas S.A.
31416,Applied Technologies Co.
31417,Mivtach Simon Insurance Agencies Ltd
31418,Telefonica Audiovisual Digital S.L.U.
31420,Terasyst Ltd
31423,Przedsiebiorstwo Promax Spolka Jawna Zofia Formanek-Okroj Wieslaw Okroj
31424,Netrics Zuerich AG Opfikon
31425,PJSC Vimpelcom
31428,Compania de Distribucion Integral Logista SA
31430,OOO Suntel
31431,Inter Cars S.A.
31433,Stef Holding Zeewolde B.V.
31434,Quad/Graphics Europe Sp. z o.o.
31435,Medicom Bulgaria Ltd.
31437,Engler parts llc
31438,Stadtwerke Marburg GmbH
31440,DSK Bank EAD
31441,Ljosleidarinn Ehf
31444,SeaExpress Ltd.
31445,Fiberax Networking&Cloud Ltd.
31446,Entain Services Austria GmbH
31447,Soft-Rating Consult Ltd.
31449,Belcenter SA
31451,Thomas King
31452,Zain Bahrain B.S.C.
31454,Flanco Retail SA
31457,EOS Data Systems GmbH
31460,Unikal - N.Nikolov Ltd
31461,Moravia IT s.r.o.
31462,Absolut Bank (PAO)
31463,Redcentric Solutions Ltd
31465,PS Internet Company LLP
31467,Arca Fondi S.P.A. Societa di Gestione del Risparmio
31468,PRJSC Zaz
31469,Virtual Systems LLC
31470,JSC Chelyabinsk Electric-Metallurgical Kombinat
31471,Ziraat Teknoloji AS.
31472,VoiceHost Ltd
31473,BearingPoint GmbH
31474,Viacom International Media Networks U.K. Limited
31476,Morva System Engineering Technical Company Private Joint Stock
31477,Duocast B.V.
31479,Valor Information Technologies S.L.
31480,Silvercom.ru Ltd.
31481,Toyota Deutschland GmbH
31483,JSC ER-Telecom Holding
31484,JSC ER-Telecom Holding
31486,Veriteknik Bilisim Basin ve Yayin Limited Sirketi
31489,PJSC Prominvestbank
31490,NetIX Communications JSC
31492,UzSciNet
31493,Twentytwentymedia Limited
31495,Acantho S.p.a
31496,PJSC Rostelecom
31497,Comissao do Mercado de Valores Mobiliarios
31498,Alfred Karcher SE & Co. KG
31499,Ekaterinburg-2000 LLC
31500,Global Network Management Inc
31503,Master IT Ltd.
31504,SVT-Com Ltd
31505,Przedsiebiorstwo Produkcyjno-Uslugowo-Handlowe 'Duna' Dunaj Piotr
31507,Servanet AB
31510,Innsbrucker Kommunalbetriebe AG
31511,Infrabel NV
31512,OJSC Telecommunications Fez Nakhodka
31514,Invest Mobile LLC
31515,Inmarsat Global Limited
31517,SkodaAuto Deutschland GmbH
31518,Norddeutscher Rundfunk (NDR) Adoer
31520,Private Joint Stock Company Datagroup
31521,DOM Digital Online Media GmbH
31522,BTV Media Group Ead
31525,Satti Telecom LLC
31527,Telepol Ltd.
31528,Bank Ochrony Srodowiska SA
31529,DENIC eG
31530,GHOSTnet GmbH
31531,TOV Point
31532,Hestview Limited
31534,ING Bank N.V. - Sofia Branch
31537,Erdee Media B.V.
31540,Aquanet S.A.
31541,Krea Icerik Hizmetleri ve Produksiyon A.S
31542,Trade Industrial Company Omega-Avtopostavka Ltd
31543,myNet GmbH
31545,GENERALI zavarovalnica d.d.
31547,McKinsey & Company Inc United Kingdom
31549,Aria Shatel PJSC
31550,DYCKERHOFF GmbH
31554,Lansoft Data SRL
31556,ARKADA-X Ltd.
31557,IGT Communications S.R.L
31558,MTS PJSC
31559,Pe3ny Net s.r.o.
31560,FOP Loginov Andrey Vyacheslavovich
31562,OpenMarket Limited
31563,Hellenic National Meteorological Service
31564,HexaGlobe SAS
31566,SkyNetwork Ltd.
31568,Alvsbyns Kommun
31570,Benetton Group S.R.L.
31572,Photonium NetSolutions GmbH
31575,National Research University of Electronic Technology
31576,Association Gixe
31577,Aire Networks del Mediterraneo SL Unipersonal
31578,MAGIC-SOFTWARE-ENTERPRISES-LTD
31579,Imerys Industrial Minerals Greece Single Member S.A.
31581,National Infocommunications Service Company Limited by Shares
31584,Akzo Nobel Nederland B.V.
31586,Signet B.V.
31587,AHN s.a.r.l
31589,Zaporizhstal Integrated Iron & Steel Works PJSC
31590,Rackhosting.com ApS
31592,Thomas Kernen
31593,TV Company Black Sea Ltd
31595,Rocket Fibre Ltd
31596,Ogilvy GmbH
31598,FOP Savostin Oleg Lubobisch
31599,Rimco Ryszard Slomczynski
31604,Intertele S.A.
31605,Titanium OU
31606,Teledatanet SRL
31608,Gawex Media SP. Z O. O.
31609,SC Teleson SRL
31611,Timenet SpA
31612,Agfa Gevaert NV
31614,European Central Bank
31615,Odido Netherlands B.V.
31617,Reevo S.p.A.
31620,JSC Expocentr
31621,Allegro Sp. Z o.o.
31624,Yoursafe Holding B.V.
31626,OOO ZVI Telecom
31627,Redsys Servicios de Procesamiento SL
31628,Getfiber Sp. z o.o.
31629,LOreal SA
31631,Telcom Networks Limited
31632,OAG Aviation Worldwide Limited
31633,PP LAN-Telecom
31634,Servanet AB
31635,Services Logiciels d'Integration Boursiere SA
31637,WPP Group USA Inc.
31638,Lepida S.c.p.A.
31639,Planeetta Internet Oy
31641,Atlas Communications (NI) Ltd
31642,Varnamo Energi AB
31643,Gorodskaya Elektronnaya Svyaz Ltd
31644,Norrtelje Energi Aktiebolag AB
31645,Burgan Bank A.S.
31646,Akademia Humanistyczno-Ekonomiczna w Lodzi
31651,Interxion Belgium B.V.
31653,Servatica Technologies S.L.
31655,Gamma Telecom Holdings Ltd
31659,Below Zero Hosting Ltd.
31660,Pixtel
31662,Connecta AG
31671,Innowerk-IT GmbH
31673,Uniserver Internet B.V.
31674,T.C. Maliye Bakanligi Gelirler Genel Mudurlugu
31676,Pentalog Romania SRL
31679,Slovanet a.s.
31683,Zarzad Morskiego Portu Gdynia S.A
31685,TOV Teleradiocompany Tim
31686,NETisON SRL
31687,Perutnina Ptuj d.d.
31688,Splio SAS
31689,Eastern Mediterranean University
31690,GeoTelecommunications LLC
31693,Wan Again SARL
31695,Limited Company Intermedia
31697,Foliateam Operateur SAS
31699,Bank Al Jazira
31702,GrECo International Holding AG
31703,Mobil-Group Ltd
31704,Private American Robert College
31705,Europaischen Organisation fuer die Nutzung Meteorologischen Satelliten (EUMETSAT)
31708,CoreIX Ltd
31709,Cortex Consult A/S
31711,Addiko Bank d.d.
31712,Gigastream Limited
31715,CloudIP LLC
31716,Qube Research and Technologies Limited
31720,Enginet OOO
31721,Azercell Telecom Ltd
31722,Tegut... Verwaltungs Gmbh Trading As Tegut... Gute Lebensmittel Gmbh & Co. Kg
31723,Wittenberg-net GmbH
31724,Svyazist LLC
31725,ISP Shtorm Ltd
31726,Telefiber AS
31727,Node4 Limited
31732,Parsun Network Solutions Pty Ltd
31734,Web Expert Solution SRL
31735,Uniserv GmbH
31736,senseLAN GmbH
31738,LLC Nrtsdo
31742,Sota Solutions Ltd.
31743,Interpublic GIS (UK) Ltd
32708,LoadEdge Limited
33171,Stadtfunk gGmbH
33796,Bolignet-Aarhus F.M.B.A.
33797,OOO WestCall Ltd.
33801,Boldyn Networks Finland Holdings OY
33802,Nuvei Consulting Services (Israel) Ltd
33806,Comarch AG
33807,Intersys Group sp. z o.o.
33808,I.T.E.N.O.S. International Telecom Network Operation Services GmbH
33811,Digitas GmbH
33813,Cofidis
33814,Rolls-Royce Power Systems AG
33817,LANET LLC
33819,Federal State Budgetary Educational Institution of Higher Education Vladivostok State University
33820,RelX Group PLC
33821,Bursa de Valori Bucuresti SA
33823,Phoenix Telecom & Media Services SRL
33824,ConSol Consulting & Solutions Software GmbH
33825,Interimpex Ltd.
33826,Orbis S.A.
33828,iptoX GmbH
33829,Radcom S.A.
33830,Bankalararasi Kart Merkezi AS
33831,Royal Hashemite Court
33832,Blue Ocean Capital GmbH
33835,Weaccess Group S.A.
33837,Fredrik Holmqvist
33838,Betanet Sp. z o.o.
33839,Altair Net SRL
33842,CityTelecom LLC
33843,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik
33844,Sberbank of Russia PJSC
33845,Swiss Federation Represented by FOITT
33846,Dataport AoR
33847,Khalifa University
33848,Dr. Ing. h.c. F. Porsche AG
33849,Comfone AG
33850,Unior Kovaska Industrija D.D. Zrece
33852,Viva Armenia CJSC
33853,Procredit Bank Ltd
33854,Nuco Technologies Ltd
33856,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi
33860,ICAP Management Services Limited
33864,Wallonie Data Center SA
33867,Air Baltic Corporation AS
33868,Inea Sp. z o.o.
33871,Norilsk-Telecom JSC
33872,Alpha Medien Service GmbH
33873,arvato systems GmbH
33874,Epic Communications Limited
33875,Digi Romania S.A.
33876,DMNS - Dominios S.A.
33877,Druzstvo Ofx
33878,JSC First Heartland Jysan Bank
33879,Forth Ports Public Limited Company
33883,TRIOPTIMUM s.r.o.
33885,Telenor Sverige AB
33886,Stockholm Internet eXchange AB
33888,Federal State Unitary Enterprise State Scientific-Research Institute of the Civil Aviation
33891,Core-Backbone GmbH
33892,LLC SEVERSKELECTROSVYAZ
33894,MTS PJSC
33895,T-Systems Polska Sp. z o.o.
33896,Schiedel GmbH & Co. KG
33900,Orange Polska Spolka Akcyjna
33901,Connecta sp. z o.o.
33902,Invest Mobile LLC
33903,Closed Joint Stock Company Croc Incorporated
33904,Limited Liability Company Telcomnet
33905,Akamai International B.V.
33908,Ao Kirovtelecom
33910,Sigorta Bilgi Ve Gozetim Merkezi
33911,Tennet Telecom SRL
33914,Exaware Routing Ltd
33915,Vodafone Libertel B.V.
33916,Comflex Networks ApS
33917,Sozialdemokratische Partei Oesterreichs
33918,Primorske Novice d.o.o. Kopers.R.L. Capodistria
33920,(AQ) Networks Limited
33921,Lebara Ltd
33922,UAB Nacionalinis Telekomunikaciju Tinklas
33923,ART-COM Sp. z o.o.
33924,Pronet sh.p.k.
33925,Global Internet Solutions SRL
33927,Ukrmirkom Ltd
33930,Cloud Temple SAS
33932,Minorisa de Sistemas Informaticos Y de Gestion S.L.
33933,M2Soft GmbH
33934,PJSC Rostelecom
33936,Joint stock company Severstal-infocom
33940,Wichmann Internet Services GmbH
33941,GConnect Technology Ltd
33942,Iren Energia S.P.A
33943,Eri Internet s.r.o.
33946,OTP Bank Romania SA
33947,WLA Interservice Ltd.
33951,Forweb S.C. Monika Bodetko Tomasz Pawlowski
33953,Experian International Unlimited
33955,Portavita B.V.
33959,Metro Kereskedelmi Kft.
33960,Asya Katilim Bankasi A.S.
33961,Telcor Communications SRL
33962,CityTelecom LLC
33964,Sogei Societa' Generale d' Informatica S.p.A.
33965,Litecom AG
33967,Lancashire County Council
33968,EasySpace Limited
33970,M247 Ltd
33971,Banca Transilvania SA
33973,Epam Systems FLLC
33975,NetConsult Ltd
33976,Aftonbladet Hierta AB
33977,Banat Telecom Satelit S.R.L.
33980,Paftech AB
33981,Total System Services Processing Europe Limited
33983,Artmotion SH.P.K.
33984,Surfplanet GmbH
33985,RUDCOM Marcin Rudkowski
33986,Redder Telco S.R.L.
33987,Netway Ltd
33988,Proact Deutschland GmbH
33990,Asseco Poland S.A.
33991,IGRA-Service LLC
33992,Mass Response Service GmbH
33993,Information and Communication Technologies LLC
33996,Pekao Leasing Sp Z O.O..
33998,Repower AG
33999,GlobalLogic Ukraine Ltd.
34000,Conseil General des Bouches-du-Rhone
34001,SIA Livas Net
34002,Interxion France S.A.
34006,SPIE ICS SASU
34008,Together Communication Ltd
34009,Cornelsen Verlag GmbH
34010,Yahoo-UK Limited
34011,Host Europe GmbH
34015,RheinEnergie AG
34017,Federal State Budgetary Institution of Sciences Khabarovsk Federal Research Center of the Far Eastern Branch of the Russian Academy of Sciences
34019,Hivane Association
34022,ING Bank NV Amsterdam Bucharest Branch
34024,Infohit Computers d.o.o. Ljubljana
34027,Forbruger-Kontakt A/S
34031,ME digital GmbH
34032,Spider Net & Co. Sarl
34033,OOO Salon 2116 Electronic Post Office
34037,Vardas.lt UAB
34038,PJSC Vimpelcom
34040,TTNET s.r.o.
34042,MT-Telecom LLC
34045,MCX Serwis Sp. Z O.O.
34046,ShieldTelecom Ltd.
34047,Bystrov Dmitriy Sergeevich
34049,H-Data Spol. S R.O.
34052,OOO NPP Logika
34056,Kyiv Optic Networks ltd
34058,Limited Liability Company Lifecell
34059,Spar Magyarorszag Kereskedelmi Kft
34060,SC Telecomunicatii CFR SA
34062,GCGroup S.A.R.L
34065,Individual Entrepreneur Tetiana Markova
34066,Telappliant Limited
34068,Private Joint Stock Company Ingulets Iron Ore Enrichment Works
34069,Radio Gdansk SA
34073,LR Izglitibas un Zinatnes Ministrija
34074,IBS Bulgaria Eood
34076,Zaklad Elektronicznej Techniki Obliczeniowej W Olsztynie Spolka Z Ograniczona Odpowiedzialnoscia
34078,Tose'Eh Ertebatat Novin Aria Co PJS
34080,MIRAMO spol. s.r.o.
34081,incubatec GmbH - Srl
34083,Arpinet LLC
34085,PJSC Nico-Bank
34086,T-Systems International GmbH
34087,NTE Telekom AS
34088,Host Europe GmbH
34092,TVCOM Ltd.
34094,JSC Credit Agricole Bank
34098,PJSC Bank Zenit
34099,Road Tech Computer Systems Ltd.
34100,Stortinget
34102,Imperator LLC
34106,Mediahuis Technology & Product Studio NV
34108,Stichting Breedband Delft
34113,Real-ISP SARL
34114,Consorcio de la Zona Franca de Cadiz
34117,Oyak Yatirim Menkul Degerler A.S.
34118,LLC Universal Inside Corporate
34119,Wildcard UK Limited
34120,Verslo Tiltas UAB
34121,RUSAL Global Management BV
34123,Netorn LLC
34125,Bechtle Managed Service GmbH
34127,Flughafen Muenchen GmbH
34131,Banka Postanska Stedionica A.D.
34133,Hagloef & Nordkvist Internet AB
34134,FreeClix Ltd
34135,Oracle America Inc.
34136,LLC Universalna Merezheva Kompaniya
34137,PJSC Rostelecom
34139,JSC Divo
34141,In2IP B.V.
34142,LLC Microteam
34144,EUSIP bvba
34146,ISP Solutions SA
34150,JSC ER-Telecom Holding
34154,Configo Systems Gesellschaft fuer Systemloesungen mbH
34155,PJSC Sovkombank
34156,DB Systel GmbH
34162,Arkas Holding A.S.
34164,Akamai International B.V.
34165,Novaram ApS
34166,New Communication Technologies LLC
34168,PJSC Rostelecom
34169,Media-Com Sp. z o.o.
34170,AZTelekom LLC
34171,Snafu Gesellschaft fuer interaktive Netzwerke mbH
34172,Evangelische Landeskirche Wuerttemberg
34173,SafeBrands S.A.S.
34176,ITH Management Office SRL
34177,Celeste SAS
34178,Qinetiq Limited
34180,Atsuta Pavel Georgievich
34182,rack.black Verein
34183,Bundesministerium f. Gesundheit
34184,Banca Transilvania SA
34187,LLC Renome-Service
34190,Microcom Ltd.
34191,DATAGROUP Operations GmbH
34192,TRANSITEC Ltd
34193,Equinux AG
34196,Pratobornum bv
34197,Three Fourteen Sasu
34199,Europejski Fundusz Leasingowy S.A.
34202,Clouvider Limited
34204,Michail Mandryk
34205,PJSC Rostelecom
34208,Zarzad Morskiego Portu Gdansk S.A.
34210,Flow Traders B.V.
34211,Lanport-S LLC
34212,Volkswagen Group Polska Sp. z o.o.
34213,Infor (Deutschland) GmbH
34214,TOV IP Media Group
34215,@Inet Technology Consultancy B.V.
34216,Trenitalia SpA
34219,Arche Netvision GmbH
34221,Digiteh LLC
34222,Zoner A.S.
34223,N-Region LLC
34224,Neterra Ltd.
34225,SpeedPartner GmbH
34232,Comfortel Ltd.
34233,Superior B.V.
34234,Atea Sverige AB
34235,ITinSell Cloud SAS
34236,Vaddo Media Information IS AB
34239,Interamerican Hellenic Life Insurance Company SA
34240,manitu GmbH
34241,New Communication Technologies LLC
34244,Teleservice Bredband Skane AB
34245,Magnet Networks Limited
34246,PJSC Forward Energy
34247,Paragon Customer Communications Weingarten GmbH
34250,Uzbektelekom Joint Stock Company
34251,LLC Imc
34252,Chodkiewicz Krzysztof Edward EDMIRA
34254,Hor.net Polska SP.Z O.O.
34256,Betriebsgesellschaft Freizeit- und Sportzentrum Halberstadt mbH
34258,Eurobank Direktna a.d.
34259,TOV Highload Systems
34261,Buhler AG
34262,Teva Gyogyszergyar Zrt.
34263,MPY Telecom OY
34265,SilverTelecom Ltd.
34267,PJSC Rostelecom
34270,Internet Connections Ltd
34271,Centre de donnees romand SA
34272,Teva Pharma EAD
34273,Atos IT Solutions and Services Oy
34278,V. Lashkaryov Institute of Semiconductor Physics of The National Academy of Sciences of Ukraine
34279,S.C. Teletrans S.A.
34280,Intelcom Ltd.
34282,UKDedicated LTD
34283,Alten Si - Techno Romania SRL
34284,Asseco Business Solutions S.A
34285,Sociedad Andaluza Para El Desarrollo de Las Telecomunicaciones S.A. Medio Propio
34287,T2 Mobile LLC
34288,Kantonsschule Zug
34290,Union Europeenne de Radio-Television
34291,PJSC Chelyabinvestbank
34295,Geo BG Net SpLtd.
34296,Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi
34299,Uprava Za Trezor Ministarstvo Finansija
34300,Internet-Cosmos LLC
34301,Kfnet Com SRL
34303,Ao Sviaz Telecom
34304,Teen Telecom SRL
34305,Base IP B.V.
34306,Societe Reunionnaise du Radiotelephone SCS
34308,Riedel Networks GmbH & Co. KG.
34309,Link11 GmbH
34310,Penta SA
34311,LG CNS Europe B.V
34312,FOP Boyko Oleg Mikhaylovich
34314,ES Net Ltd.
34315,Quantcom A.S.
34318,Asak Kabelmedien GmbH
34320,MNW RU Ltd
34321,Institute of Strategic Marks.
34322,VIK Master Ltd.
34323,IP Com Ltd
34324,Netlink Sp. z o o
34326,CSC Telecom SIA
34327,JSC E-Publish
34329,OMZ-IT LLC
34330,Polska Spolka Gazownictwa sp. z o.o.
34331,TOV KS Plus
34336,PJSC Sovkombank
34337,Electronic Mechanical Company Elpos Sp Z O O
34339,Centrum Przetwarzania Danych Ministerstwa Finansow
34340,Bulgarian National TV
34342,Atman Sp. z o.o.
34343,Eweka Internet Services B.V.
34344,Port of Tilbury London Ltd
34346,Limited Liability Company I.D.Strategy
34347,HALLAG Kommunal GmbH
34350,Man Investments Limited
34351,MTS PJSC
34352,MSN Telecom LLC
34353,Netex Consulting SRL
34354,JSC Balticom
34355,Chernigivtelecom LLC
34358,Cyber_Folks SRL
34359,Telecommunication Company Link Telecom Ltd
34360,Cyber_Folks S.A.
34362,Terrakom d.o.o.
34367,Banka Slovenije
34368,Zonata - Invest SLLC
34370,CSCBank SAL
34372,VegaSystems GmbH & Co. KG
34373,XXLNet B.V.
34376,Telecom Group Ltd
34379,OOO Telecomunikacionnye Nezavisimye Systemy
34380,Amdocs (Israel) Ltd
34381,Metro Cash & Carry LLC
34383,Teloise
34385,Tripnet AB
34386,SGL Carbon GmbH
34387,Netcrew Ry
34388,NetInternet Bilisim Teknolojileri AS
34389,Siberian Generating Company Limited Liability Company
34390,Ip4Net Sp. z o.o.
34391,Paritel Operateur SAS
34392,Interaktywne Studio Komputerowe
34393,Systel Systemy Teleinformatyczne Sp. z o.o.
34395,Elcomp 68 Ltd
34396,Aixit GmbH
34397,Middle East Internet Company Limited
34398,ETS Ersoy Turistik Servisleri A.S.
34399,MOBISNET ltd.
34400,Etihad Etisalat a Joint Stock Company
34402,Infoplus S.C.
34403,Ing Bank Anonim Sirketi
34404,Delta Holding d.o.o.
34405,Anci Digitale S.P.A.
34407,Wavecrest Networks Limited
34409,Polska Press Sp. z o.o.
34410,Vanilla Telecoms Ltd.
34412,Saba Abr Mizban LLC
34413,Chess Limited
34414,Nokia Oyj
34415,Corni Eolian SA
34416,Full Duplex SRL
34417,Bluor Bank AS
34418,Global Bilgi Pazarlama Danismanlik ve Cagri Servisi Hizmetleri A.S.
34420,NetAffairs Hosting B.V.
34421,Telecom Media Systems LLC
34422,LPG HC
34424,Orlen S.A.
34425,Edgoo Networks Unipessoal Lda
34426,Shabakah Net
34427,Comsenso BV
34428,Giulio Lo Presti
34430,Odido Netherlands B.V.
34431,Opteam S. A.
34432,dogado GmbH
34433,Kang SAS
34434,JSC Atlas-2
34438,Erich Hohermuth
34439,OBI Smart Technologies GmbH
34442,BNW Technology Ltd
34443,365.BANK A. S.
34444,Eutelsat S.A.
34445,Robert Scheck
34447,My ISP SARL
34448,Subsidiary Enterprise SNT Ukraine
34450,Net Gate Comunicatii SRL
34451,Exim Banca Romaneasca S.A.
34453,Wilhelm Burg Gmbh Trading As Beresa Gmbh & Co. Kg
34455,x-ion GmbH
34456,Rial Com JSC
34457,Generali Deutschland AG
34458,Smart Networks S.a.r.l
34460,PHOENIX Pharmahandel GmbH & Co KG
34461,Breitbandservice Gantert GmbH & Co.KG
34462,Ditec a.s.
34463,Super Sport d.o.o.
34464,Media Sououz Ltd.
34467,JSC Telephone Company Sotcom
34468,S.P.A. Societa' Servizi Informatici Sammarinesi - S.S.I.S.
34469,Connet - Ro SRL
34470,PortTelekom LLC
34471,Free Technologies Excom S.L.
34475,Agrostroj Pelhrimov A.S.
34476,Vayfi Bilgi Teknolojileri A.S.
34478,Tubitak Ulusal Elektronik ve Kriptoloji Arastirrma Enstitusu
34479,Federal Research Center for Information and Computational Technologies
34480,Redlimtech Limited
34482,TDC Holding A/S
34485,Svyaznoy Chain LLC
34486,PQR B.V.
34487,Southprague.net Z.S.
34488,UniCredit Banka Slovenija d.d.
34489,Pannon Pipics Ltd.
34491,Bulstrad Vienna Insurance Group Ead
34492,Media Life LLC
34493,DDO Organisation SAS
34494,LukMAN Multimedia Sp. z o.o
34497,Logicalis Guernsey Ltd
34499,BlackBox Hosting Ltd
34500,FGUP CTSPI MGA Russia
34501,Viva Telecom SRL
34502,Multikom Austria Telekom GmbH
34503,YouNet Ltd.
34506,Dagrofa ApS
34508,MTS PJSC
34509,P.P.H.U. BMJ SP.J. W.Baran J.Pogonowski
34510,Afone Participations SAS
34511,Fundacion Integra
34513,TSTonline Connection Provider
34514,INGO Zurich AG
34515,Next Net for Internet and IT Services LTD
34516,ARX-Net SA
34517,Maxnet Telecomunicatii SRL
34518,Radiokom Ltd.
34519,VJESNIK d.d.
34520,Deutsche Forschungsgemeinschaft E.V.
