asn,name
131810,Kookmin Bank
131811,Kookmin Bank
131812,Humax Networks Inc.
131814,Presbyterian Medical Center
131815,Nonghyup Property and Casualty Insurance Co. Ltd
131816,IBK Insurance
131817,Hecto Innovation Co. Ltd
131818,Yonhap Infomax
131819,Doosan Engineering Construction Co. Ltd
131820,HMM21-AS-KR HMM
131821,Korea Investment Real Asset Management Co. Ltd
131822,Korea National University of Transportation
131823,Korea Institute for Animal Products Quality Evaluation
131824,OKDataSystem
131826,HY
131827,JejuBank
131828,KEPSEL21-AS-KR KAKAO Enterprise
131829,SBI Savings Bank
131830,Institute for Basic Science
131832,HD Hyundai Infracore Co. Ltd.
131833,Kia Corporation
131834,Leeko
131835,samyangfoods.co
131836,Firstfire Marine Insurance
131838,eBEST InvestmentSecurities
131839,MMAA
131841,Pulmuone
131842,Office of the President
131843,Korea Investment Management Co.
131844,Nonghyup Property and Casualty Insurance Co. Ltd
131845,Korea Investment Value Asset Management Co. Ltd.
131846,GGFS2023-AS-KR Gyeonggi-Do Fire Services
131847,Korea District Heating Corporation
131848,YUHAN
131850,Hana Insurance Co. Ltd.
131851,Hana Insurance Co. Ltd.
131852,Eugene Investment Futures Co. Ltd.
131853,Myongji Hospital
131855,Viva Republica
131856,Wonju Severance Christian Hospital
131858,Kakaopay Insurance
131860,Nonghyup Property and Casualty Insurance Co. Ltd
131862,Nonghyup Property and Casualty Insurance Co. Ltd
131864,Firstfire Marine Insurance
131866,Digital Edge Korea
131867,Sinokor Merchant Marine Co. Ltd.
131868,S2640-AS-KR SeoulEnergyCorporation
131869,UST
131870,KSPO
131871,HCC01-AS-KR Hyundaicard Co.
131872,IITP
131873,HARIM
131877,Sangsangin Savings Bank
131878,HCC02-As-KR Hyundaicard Co.
131882,Chungnam National University Hospital
131883,INSTITUTES of GREENBIO SCIENCE AND TECHNOLOGY
131890,TMoney Co. Ltd
131891,Cebu Air Inc.
131893,RICOH Company Ltd.
131894,Uniadex Ltd.
131895,Okinawa Institute of Science and Technology Graduate University
131896,SSI Lab Inc.
131897,National University Corporation Ehime University.
131898,Yahoo Japan Corporation
131899,DIG Inc.
131900,Directorz Directorz Co. Ltd.
131901,ION Group Japan KK
131902,LOGICLINKS2 LogicLinks Inc.
131903,Nomura Research Institute Ltd.
131904,Cyber Feel Inc
131905,Japan Registry Services Co. Ltd.
131907,Iwami Cablevision Co. Ltd.
131909,OCC Co. Ltd.
131910,SORACOM Soracom. Inc.
131911,Honjyo Cable Vision Co. Ltd.
131912,Cybozu Inc.
131914,Rakuten Group Inc.
131915,Hamamatsu Cable Television .Inc
131916,Tokyo Bay Network Co. Ltd.
131917,Toshiba I.S. corp
131918,Shonan Cable Network
131919,Meiji University
131921,GMOCL GMO GlobalSign Holdings K.K.
131923,MCAT MCAT Ltd.
131924,Kansai Airports
131925,Family Net Japan Incorporated
131926,Cable Television Saiki Co. Ltd.
131927,TV Matsumoto Cablevision
131928,Tottori Teletopia Co. Ltd.
131929,Yamanashi Catv Co . Ltd
131930,Tokyo Broadcasting System Television Inc.
131931,Aomori Cable TV Co. Ltd.
131932,JR East Information Systems Company
131933,Tama Television Co. Ltd
131934,ICC Corporation
131936,Universal Music LLC
131937,JCV Joetsu Cable Vision
131938,Nissan Motor Co. Ltd.
131939,IPS Inc
131940,Nissho Electronics Corp.
131941,Entsu Co. Ltd.
131942,Gurunavi Inc.
131943,Goto TV
131944,Kadokawa Dwango Corporation
131945,Sanntuu Corporation
131946,Musashino University E.F.
131948,Fornext Inc. Peering Proxy
131949,General Incorporated Foundation Aso Telework Center
131950,Enjoyvc Enjoyvc Japan Corporation
131951,SSC Suzuyo Shinwart Corporation
131952,Asahikawa Cable Television Co. Ltd.
131953,NPO Yutopianet
131954,LCNET Kawaguchiko Cable Television Inc
131955,KCNET Kyoutou Cable Net Co Ltd
131957,MICROAD MicroAd Inc.
131958,Tama Cable Network Co. Ltd.
131959,YOUTV YOU Communications Corporation
131960,MBO holdings Inc.
131961,Dokkyo University
131963,MC Digital Realty Inc.
131964,Family Net Japan Incorporated
131965,XSERVER Xserver Inc.
131966,I-Net Corp.
131969,Suzuyo Shinwart Corporation
131970,HIKARINET Hikarinet Inc.
131971,Japan Network Information Center
131973,J-Stream Inc. Fukuoka
131976,Internet Multifeed Co.
131977,Japan Photo Finish Corporation
131980,Kinikunet Kadokawa Corporation
131981,TAKUSHOKUNET Takushoku University
131982,Ubc Uenohara Broadband Communications Inc.
131983,Suo Cablenet Corporation
131984,JOCDN JOCDN Inc.
131986,BB4U-NET Itochu Cable Systems Corp.
131987,MC Digital Realty Inc.
131988,Tanet Takehara Cable Network Co Ltd
131989,Pfu Limited Network
131993,Unit 107 Multistoried Building Seepz
131994,Deutsche Bank AG
131995,XL Programmation Micro Sarl
131996,Nevigate Global Network Sdn. Bhd.
131998,TMAUS1-NET-AS-AP Ticketmaster Australasia
131999,Lateral Plains Pty Ltd
132000,Hansen Corporation Pty Ltd
132003,Victoria University of Wellington
132004,Touch Net India Pvt. Ltd.
132005,Oriensoft Technologies Pvt Ltd
132006,Domicilium (IOM) Ltd
132007,Datawave Internet Pty Ltd
132008,E-JOGAJOG
132010,Xierpu Industrial Co. Limited
132011,Panasonic Avionics Corporation Singapore Branch
132012,Winspeed Group International Limited
132013,True Internet Assigned for ICS
132014,Netpoller Limited
132015,IT On Cloud Hosting
132016,IRESS Market Technology Ltd
132018,NATIXIS1-AS-AP2 NATIXIS
132019,Earth Network Technology (Shanghai) Co. Ltd
132020,NineWire Pty Ltd
132021,Kalibo Cable Television Network Inc
132022,IP World Technologies Sdn. Bhd.
132023,Greenfields Internet Limited
132024,Rebyc Inc.
132027,Hastings District Council
132028,Aspire Systems India Private Ltd
132029,Telstra Limited
132030,Veolia Environmental Services (Australia) Pty Ltd
132031,M/S. Subnet Services
132032,Total Access Communication PLC.
132033,Lot 3 Jalan Teknologi 35 Taman Sains Selangor
132034,Sarkar IT
132035,Universiti Utara Malaysia
132038,Royal Esprit Company Limited
132039,Thales Dis France SAS
132040,Vital Data Ltd
132041,Australian Communications Group Pty Ltd
132042,Manux Networks Ltd
132043,MHSDC2011-AS 4th Floor New Administrative Building
132045,Dialog Axiata PLC
132046,Sunbridge Worldwide Ltd
132049,Endeavour Foundation
132052,Cyberspace Networking Systems (P) Ltd.
132053,Qualcomm Inc
132054,Rising Star Cable TV Services
132055,Ernst & Young Global Services Ltd.
132056,RM B 2F 88 Kwai Cheong Road
132057,Refinitiv Australia Pty Limited
132058,Vian Limited
132059,TV5-PH 762 Quirino Highway San Bartolome
132060,Hanthar Net
132061,Realmove Company Limited
132063,Kitti Boonmee
132066,New Plymouth District Council
132067,Skyfii Group Pty Ltd
132069,PureStorage
132070,Intervolve Pty Ltd
132072,Anycast Pty Ltd
132073,Wave Net
132075,Tech Mahindra Business Services Limited
132077,Fortescue Metals Group Ltd
132080,M.A.T Co. Ltd.
132081,Government Technology Agency
132083,Foundation Cloud Services Limited
132084,NTT Cloud Infrastructure Inc
132087,Allen & Unwin Pty. Ltd.
132088,Wind Cloud Network Technology Co Ltd
132089,Xavient Software Solution (India) Private Limited
132090,Mify Solutions Pvt. Ltd.
132092,Mir Mosharrof Hossain ta IT Base
132093,The Royal Womens Hospital
132094,Kritikos Solutions Pty Ltd
132095,DXC Technology Australia Pty Limited
132096,Land Information New Zealand
132098,Craig Wireless Systems Asia Inc.
132100,Myanmar Speed Net Co. Ltd
132102,20 Claremont Street
132104,Fars Route Information Technology Services Company
132105,Cyber Building 8th Floor Jl. Kuningan Barat No. 8 Jakarta
132107,Cloudpower Solutions
132108,IL&FS Securities Services Ltd
132110,HongKong Jiumao International Trading Co. Limited
132111,Big Band Sdn Bhd
132113,Connected Australia Pty Ltd
132115,Indinet Service Private Limited
132116,Ani Network Pvt Ltd
132117,Ministry of Interior
132118,PROBAX1-AS-AP Probax Pty Ltd
132119,Tecpresso Inc.
132123,Portonics Limited
132124,Information and Communication Technology Agency of Sri Lanka
132125,Braintrust Ltd
132127,Cloud People Pty Ltd
132128,Commscope Technologies LLC
132129,Sysland Speed Online Network
132130,Triko Security Limited
132131,Medibank Private Ltd
132132,Republic Telecom
132133,SB.Furniture House Co. Ltd
132134,SpotXchange Inc
132135,Hero MotoCorp Ltd
132136,Bremmar Communications Pty Ltd
132137,Shree Omkar Infocom Pvt Ltd
132139,VECLOUD1-AS-AP VECloud Limited
132141,Chikka Philippines Inc.
132142,Zone Telecom Pte Ltd
132143,Harbour City Security Limited
132144,GPX India Pvt. Ltd Unit A-001
132145,ZettaGrid Pty Ltd
132146,Rich Top EC Limited
132147,No.3 Shu-Ma Road
132148,Horizon Telecom International Company Limited
132150,ValueLabs Technologies
132151,Guidehouse India Private Limited
132152,Persistent Systems Limited
132153,No.3 Shu-Ma Road
132155,Obtrix LTD
132157,10F. No.78 Sec. 2 Chongxin RD. Sanchong Dist.
132158,Synchrotron Light Source Australia Pty Ltd
132159,Noor Communication Online Network
132161,vGRID Limited
132162,Santos WA Energy Limited
132163,Cyberworld Data Center Co. Ltd.
132164,PT Darta Media Indonesia
132165,Connect Communications
132166,Rida Communication Private Limited
132167,Ooredoo Myanmar Limited
132168,Esun Technology International Co. Limited
132169,KBZ Online
132170,EXITRANET1-AS-AP Exitra Sdn. Bhd.
132172,Fiscal Policy Office
132173,Streamlink Communications
132174,Matrix Security Group Limited
132175,Expleo Solutions Limited
132192,Xyznet Limited
132193,Social Security System
132196,Danawa Resources Sdn Bhd
132197,SKALI
132198,iCore Technology Sdn Bhd
132199,Globe Telecom Inc.
132201,Land and Houses Bank Public Company Limited
132203,Shenzhen Tencent Computer Systems Company Limited
132204,Coretel Networks (International) Pte Ltd
132205,Yarra City Council
132206,ePLDT Inc.
132208,NGBPS Ltd
132209,Vitro Inc.
132211,FX Corporate LLC
132212,Igt-Interglobe Technologies Philippines Inc.
132215,Powergrid Teleservices Limited
132216,COMILLA1-AS-AP Comilla University
132217,Virgin Australia Airlines Pty Ltd
132218,Maldives Customs Service
132219,Ministry of Maori Development (Te Puni Kokiri)
132220,JPR Digital Pvt. Ltd.
132221,Intelite Pty. Ltd.
132222,Sanzar F Kakar Ta Afghanistan Holding Group
132223,20F Tower II RCBC Plaza
132225,China Telecom
132226,Nantong Moonshine Information Technology Co. Ltd.
132227,A2D-AS-AP A2D Entertainment Limited
132228,Vanuatu Government
132229,8F Tower 2 The Rockwell Business Center
132230,Australian Hearing Services TA Australian Hearing
132231,Network for Learning Limited
132232,Data Centre Services
132233,Fourleaf Consulting Network and Data Solution
132236,NEC Asia Pacific Pte Ltd
132238,CAMHR Information(Cambodia) Co.
132239,Envestnet Asset Management India Pvt. Ltd
132240,Plan-B Ltd
132241,SKSATECH1-MY SKSA Technology Sdn Bhd
132242,Hogarth Worldwide Pte
132244,CtrlS Datacenters Limited
132245,Data Express Pty Ltd
132246,St. Lukes Medical Center Inc.
132247,NTT Singapore - Integration Services
132248,Reserve Bank of Fiji
132249,Shipco IT Pvt Ltd
132250,Office of Info.Tech. Admin. for Educational Development
132252,Hong Kong Media Production Company Limited
132253,79 Robinson Road
132254,Prima DC Limited
132255,PrimoWireless Ltd
132256,CGI Technologies and Solutions Australia Pty Ltd
132257,AREA9-AU Area9 IT Solutions
132259,Zolar Company Limited
132262,TRUSTEE4COLLINSFAMTRUST-AS-AP The Trustee for for the Collins Family Trust
132263,Sportingbet Australia Pty Ltd
132264,Callaghan Innovation
132265,Singapore Airlines Limited
132267,Novocom Limited
132268,Velocity Net Limited
132269,CommSphere
132270,Nabil Bank Limited
132272,Trijit Technologies Pvt. Ltd.
132274,NAXLEVEL Network Sdn. Bhd.
132275,Padma Bank Ltd.
132277,105 Tampines Road 03-0607
132278,Glencore Information Services Private Limited
132279,Automatic Data Processing Limited
132280,Symphony Communication Public Company Limited
132281,China Unicom (Singapore) Operations Pte Ltd
132283,FX Corporate LLC
132284,Radio New Zealand
132285,Kurta Gali (Private) Limited
132290,The Net
132294,Elenga Dot Net
132295,Jahid Communication
132296,Seven Star Digital Network Private Limited
132298,Antaranga Dot Com Ltd
132299,Applied Satellite Technology Australia Pty Ltd
132300,NIPA Technology Co. Ltd
132302,WEBQUOR1-AS-AP Webquor Services Pty Ltd
132303,Tata Play Limited
132304,Cloudest (HK) Limited
132305,FCL1-AS-AP First Communication Limited
132306,MOS5TEL-BD MOS 5 Tel Limited
132308,Conduent Business Services India LLP
132309,Redd Digital Services Pty Ltd
132310,Ed & F Man Capital Markets Hong Kong Limited
132311,Glory Civilcon Private Limited
132315,Intillismart Pty Ltd
132316,Frednet Limited
132319,InnoCloud Sdn Bhd
132320,South Australian Health and Medical Research Institute Ltd
132321,Northern Territory of Australia
132322,Good Domain Registry Private Limited
132323,Perfect Internet Pvt Ltd
132324,Servers Australia Pty. Ltd
132325,Lemon Telecommunications Limited
132326,Nexgen Global Sdn Bhd
132327,Allianz Global Investors GmbH
132329,Firstsource Solutions Ltd
132330,Hillsong International Ltd
132331,Rockend Technology Pty Ltd
132334,Lucasfilm Visual Effects India Private Limited
132335,Leapswitch Networks Private Limited
132336,Opus Group Limited
132337,Axclusive Pte. Ltd.
132338,HP Global Soft Pvt Ltd
132339,CELTELECOM1-IGW-BD CEL Telecom Ltd
132340,Venus Telecom Limited
132341,Digicon Telecommunication Ltd
132342,Fidessa Ltd
132343,Sun TV Network Limited
132344,Southeastasianet Technologies Myanmar Co. Ltd.
132345,The Friends School
132347,MikiPro Ltd
132349,Mylan Laboratories Ltd
132351,National Payment Corporation of India
132353,Home Net
132354,Celcom Timur (Sabah) Sdn Bhd
132355,TAL Services Limited
132356,Changi Airport Group (Singapore) Pte Ltd
132360,Service Stream Limited
132361,Citrix Systems Asia Pacific Pty Ltd
132364,Level 16 Nexxus Buildings
132365,Bangladesh Agricultural University BAU
132366,Alfaz Network
132367,WRM-Media Pty Ltd
132368,Audatex Australia Pty Ltd
132369,Xiangao International Telecommunication Limited
132370,Civica Pty Limited
132371,Solartis Technology Services Private Limited
132372,GB Network Solutions Sdn. Bhd.
132376,Basketasia Sdn. Bhd.
132377,Ellucian Company L.P.
132378,Merino Industries Limited
132379,Funnelback Pty Ltd
132382,Greenbay Communications Pty Ltd
132384,Deloitte Consulting India Pvt. Ltd
132385,Mufg Pension & Market Services Holdings Pty Limited
132386,Usman Internet Service Provider Private Limited
132387,Essar House
132388,Intuit India Product Development Center Private Limited.
132389,China Mobile International Limited
132392,SDL Technologies (Australia) Pty Ltd
132394,OpusV Technology Group
132395,Unified National Networks
132396,Federal Express Corporation Hong Kong Branch
132397,PowerNET IT Consultants Pty Ltd
132398,Science and Engineering Institutes
132399,International Organization of Aeronautics Telecommunications (Sita)
132400,Community Cable Vision Corporation
132401,Comcast India Engineering Center I LLP
132402,Blue Jeans Network
132405,The Summit Group (Australia) Pty Ltd
132406,Linkedin Singapore Pte. Ltd
132407,Verisk Nepal Pvt. Ltd.
132408,Osifa Online
132409,Museum of New Zealand Te Papa Tongarewa
132413,First Data Resources Australia Limited
132414,First Data Resources Australia Limited
132415,Palm Court Bldg M 501B 5th Floor New Link Road
132416,Discovery Technology Pty Ltd
132417,Plot No. 5& 43 HITECH City Madhapur
132418,1 Rue Royale
132419,1000 Alfred Nobel Drive Us
132420,E2E-NETWORKS-IN 282 Sector 19
132423,Indian Institute of Technology Bombay
132424,Brambles Limited
132426,Altel Communications Sdn Bhd
132427,InGen Technology Ltd.
132428,Quest Diagnostics Htas India Pvt. Ltd.
132429,Digicel Vanuatu Ltd
132430,Adelaide Venue Management Corporation
132432,Bahagian Perkhidmatan Teknologi Maklumat
132433,Kore Wireless Pty Ltd
132434,MaxisNet International Internet Gateway
132435,No.31-A Jalan Tiara Tiara Square
132436,Tahoe Communication Limited
132437,China Telecom
132438,Evan Ahmed Bhuiyan Ta Apon IT
132440,Unity Small Finance Bank Pvt. Ltd.
132441,Shri Saibaba Sansthan Trust Shirdi
132442,Tongi Internet System
132443,Southtech Limited
132445,Khetan Cable Network Pvt. Limited
132446,Kaifeng Guochao E-Commerce Co.Ltd.
132447,Hutchison Telecommunications Lanka (Private) Limited
132448,SolutionOne Pty Ltd
132449,Wireless Nation Ltd.
132450,New Era IT Ltd
132453,Triple Play Broadband Private Limited
132454,Philippine Telegraph and Telephone Corporation
132458,Pentanet Limited
132459,Electrical and Electronics Engineering Institute
132462,Bemobile Solomon Islands Ltd
132464,Barbaza Multi-Purpose Cooperative
132468,Satsol Limited
132469,Department of Primary Industries and Regional Development
132471,MTN Afghanistan
132472,Auctorizium Pte Ltd
132473,Rams Financial Group Pty Limited
132476,Compass Education Pty Ltd
132478,QY Network Maoming Co.Ltd
132479,Xue Desen
132480,Netze Telecom (Private) Limited
132481,Marsh & McLennan Companies Inc.
132482,Office of Info.Tech. Admin. for Educational Development
132484,Mufg Pension & Market Services Holdings Pty Limited
132485,Axis Securities Limited
132486,Ocean Link Ltd
132488,Clustertech Limited
132489,Muminul Hasan ta Extreme Net
132490,MBSM Enterprise
132491,AFT Communications Pty Ltd
132492,Australian Rail Track Corporation Limited
132493,Lampang-Meatha Rd. Thambon Chomphu Ampher Maung Lampang 52100
132494,Universiti Tun Hussein Onn Malaysia
132496,SBI Bits Co. Ltd.
132497,Digital Network Associates Private Limited
132498,Aspedia Australia Pty Ltd
132499,hkcolo.net Limited
132502,Payment Gateway of Bangladesh
132503,Waverley Council
132504,Qualitia Co. Ltd
132505,Concentrix Daksh Services Philippines Corporation
132506,TAG
132507,Helios IT Infra Solutions P Ltd
132509,Solarix Networks Limited
132510,IDC ShanXi China Mobile communications corporation
132512,World Hub Communications (M) Sdn. Bhd.
132513,Sky Telecom State Company
132514,Office of Info.Tech. Admin. for Educational Development
132516,Pacenet Meghbela Broadband Pvt. Ltd.
132518,Sheen Telecom Consultants Private Limited
132519,Sikka Cable
132520,Mahaonline Limited
132523,SPEED19-AS-IN Speed Touch Net Service
132524,Tata Institute of Fundamental Research
132525,HeiLongJiang Mobile Communication Company Limited
132526,Cybersite Services Pte Ltd
132527,Department of Posts
132528,Digicel (AUS) Pty Ltd
132529,W3NETWORKS-AU W3 Networks Pty Ltd
132530,Infonal Sdn Bhd
132531,M East Sdn. Bhd.
132532,The trustee for The CommSys Australia Unit Trust
132533,Vibe Group Pty Ltd
132534,Healthlink Limited
132535,Antariksh Broadband and Wireless Solution Private Limited
132536,China Telecom
132537,LG
132540,Airnat IT Solutions Pvt Ltd
132542,CHINETWORKS1-AS-AP Chinetworks India Pvt. Ltd.
132544,CloudoIP Pty Ltd
132545,Sapanan General Food
132546,Conversant Sdn. Bhd.
132547,Sajag prahari Foundation
132549,eBroker Systems Ltd
132553,China University of Petroleum (East China)
132554,Ateneo de Manila University
132556,Blue Lotus Support Services Pvt Ltd
132557,SBI Cards And Payment Services Limited
132559,Gatik Business Solutions
132561,Beximco Computers Limited
132563,MegaHostZone
132566,Skynet Broadband Plus Solution
132567,VMware India Software Pvt Ltd
132568,Infinet
132570,Saibaba Broadband Pvt Ltd
132571,Euronet Services India Pvt Ltd
132572,Fasthook Networks Pvt Ltd
132573,SAI NGN Network Services
132575,Asia Pacific Network Information Centre
132576,Worley Limited
132578,Returned & Services League Of Australia (Queensland Branch)
132579,Tonga Cable Limited
132581,Victorian Rail Track
132582,Gazal Apparel Pty Ltd
132583,ASI Solutions Limited
132584,FORTYTWO24PTYLTD-AS-AP FortyTwo24 Pty Ltd
132585,PCCW IMS Ltd (PCCW Business Internet Access)
132587,Informatica Business Solution Pvt Ltd
132588,Yrless Ltd
132590,AKCTV Pte. Ltd.
132591,Shenzhen Tencent Computer Systems Company Limited
132592,Star Co .Ltd.
132593,HelloWorld Travel Limited
132594,RAA Insurance Limited
132595,Solutions Experts and Enablers Inc.
132597,Hong Kong Serverworks Limited
132599,Ministry of Posts and Telecommunication
132601,Ismail IT Solution
132602,Bangladesh Submarine Cable Company Limited (BSCCL)
132603,Logicalis Australia Holdings Pty Ltd
132604,Midland Bank
132605,True Internet Corporation Co. Ltd.
132608,Mango Teleservices Limited (ISP)
132611,Tech-E Pty Ltd
132613,SunTec Business Solutions Pvt. Ltd.
132615,Pipol Broadband and Telecommunications Corporation
132616,Ipswich City Council
132617,Beijing Sinnet Technology Co. Ltd.
132618,Real Future Company Limited
132619,Police Department (VIC)
132620,WPP Aunz Ltd
132622,Combined Soft
132623,Tsukeru Networks
132625,SDEC
132626,Infinet Voice & Data Pty Ltd
132628,CV. Takara
132634,Direktorat E-Goverment Kementerian KOMINFO
132637,PT Bina Informatika Solusi
132638,IAIN Walisongo Semarang
132639,PT Integrasi Logistik Cipta Solusi
132641,PT Netciti Persada
132642,Universitas Ahmad Dahlan
132643,Komisi Pemilihan Umum
132644,PT. Cyberindo Mega Persada
132645,Politeknik Perkapalan Negeri Surabaya
132647,Pengelola Nama Domain Internet Indonesia
132649,PT Adau Putra Network
132652,PT. Cahaya Buana Raksa
132653,PT Transdata Sejahtera
132655,Sekretariat Jenderal Dewan Perwakilan Daerah Republik Indonesia
132658,Dinas Komunikasi dan Informatika Provinsi Sumatera Utara
132660,Universitas Negeri Gorontalo
132661,Indonesia Network Information Center
132662,PT. Lotte Data Communication Indonesia (Ldci)
132663,PT Indonesia Media Komunikasi Masyarakat
132667,Universitas Jambi
132668,PT Bali Towerindo Sentra
132669,PT Globalnet Multi Data
132670,PT Aseli Dagadu Djokdja
132673,PT Arana Teknologi Indonesia
132676,Universitas Sriwijaya
132678,Universitas Jember
132681,AIN Globalcomm Limited. Company.
132682,Australian Rugby Union Limited
132683,Style of Global IT Support and Services Company
132685,Touchpal HK Co. Limited
132686,Amara Communications
132688,University of Malaya
132690,Network for Electronic Transfers (Singapore) Pte Ltd
132691,Anglicare Tasmania Inc
132692,Globicom Limited
132693,Eastern Health
132694,Universiti Sains Islam Malaysia
132695,Optimation New Zealand Limited
132696,Singapore Internet Exchange Limited
132697,Voyager Internet Ltd.
132699,Siemens Pte Ltd.
132702,Tuv Rheinland Hong Kong Ltd.
132703,Hancock Prospecting Pty Ltd
132704,Exabytes Ecommerce Sdn.Bhd.
132706,Bluestone Mortgages Pty Limited
132707,Nexet Limited
132708,VNG Singapore PTE. LTD.
132710,Hash Cnet Private Limited
132711,Dell SonicWALL
132712,DAIFUKUOC Daifuku Oceania
132713,Virgin Australia Airlines Pty Ltd
132714,Airfiber's Internet Shop
132715,FUJIFILM Data Management Solutions Australia Pty Ltd
132716,Sureste Properties Inc.
132717,NxtGen Datacenter & Cloud Technologies Pvt. Ltd.
132718,Samarad Pty Ltd TAS
132719,WEST263GO-HK West263 International Limited
132720,Experian Marketing Services (Malaysia) Sdn. Bhd.
132721,Hong Kong Gateway Limited
132722,Intellium Technology Limited
132723,Tararua District Council
132726,5-3 Miyuki-cho
132727,Strata Networks Ltd
132728,Alfred Health
132729,Spare and Care Engineers Private Limited
132730,Maximum Business Information Technology Co. Ltd.
132732,Cash Converters Pty Ltd
132733,Engage Pty Ltd
132735,Rayan Traders
132739,Scaffnet Pte Ltd
132740,Netlink Group Pty Ltd
132741,National Communications Services (SMC-Private) Limited
132742,Guochao Group Limited
132744,The Virus Centre Ltd
132745,Blast Internet Ltd
132746,INFO22-AS Infolink System
132749,Indraprastha Institute of Information Technology Delhi
132750,I2K2-AS I2K2 Networks Pvt Ltd
132751,Omkar Infotech
132752,Prostar Technologies Private Limited
132753,Inventum Technologies Private Limited
132754,Realtel Network Services Pvt Ltd
132757,Sristi Sanchar Webnet Ltd.
132758,Eye Fastnet Service Private Limited
132760,Progression Infonet Pvt Ltd
132761,Smartlink Solutions Pvt. Ltd.
132762,Web Werks India Pvt. Ltd.
132763,HPCL-Mittal Energy Ltd.
132765,SNDC Communication Private Limited
132767,Andhra Pradesh Technology Services Limited
132768,Five Network Broadband Solution Pvt Ltd
132770,Gazon Communications India Limited
132771,Fibre Air Services Private Limited
132774,Niss Internet Services Private Limited
132778,Panchsheel Broadband Services Private Limited
132779,RackBank Datacenters Private Ltd
132780,Indian Institute of Technology Delhi
132781,Karix Mobile Private Limited
132783,Amarnath Internet Solution Pvt Ltd
132784,Ski Network Services Private Limited
132785,Shiv Nadar Institution of Eminence Deemed to be University
132786,Bank of Papua New Guinea
132787,Micronova Network Solutions Pvt. Ltd
132788,Mobilink IT AS
132789,Pivotel Group Pty Limited
132791,Faley Pty Ltd
132792,University of the Philippines Visayas Miagao
132795,University of the Philippines Visayas Iloilo Campus
132796,University of the Philippines Baguio Campus
132797,Vanuatu Internet Exchange (VIX)
132798,Cloud IT Pty Ltd
132799,Dish Media Network Public Limited
132800,Net-E-Zen
132801,National Bank Limited Head Office
132804,Singapore Telecommunications Limited
132805,Singapore Telecommunications Limited
132806,Khulna University of Engineering & Technology
132808,IP Telco
132810,Telarus Pty Ltd
132812,Central Coast Council
132813,HK Aisi Cloud Computing Limited
132815,Evolution Wireless Ltd
132816,SimplerCloud Pte Ltd
132817,DZCRD Networks Ltd
132818,Viking Telecom Limited
132819,Aldford Network Solutions Limited
132821,Trinity Securities Co. Ltd.
132822,Fidelity Life Assurance Company Limited
132823,K & B Timber & Hardware Pty Ltd
132824,Beyotta Network LLP
132825,Mytek Trading Pty Ltd
132826,Oakleigh Capital Ltd
132827,Gateway Inc
132828,Unified Networks Pty Ltd
132829,Nevigate Communications (S) Pte Ltd
132831,TokoWireless Limited
132833,China Telecom
132834,VOCPhone Pty Ltd
132835,FlexiGroup Pty Ltd
132836,Field Solutions Group Pty Ltd
132838,United Information Highway Co. Ltd.
132839,Power Line (HK) Co. Limited
132840,Neos Systems Limited
132841,Casbay Sdn. Bhd.
132843,Digital Advantage Corp.
132844,Ateneo de Manila University
132845,Netcoasia Solutions Ltd
132847,Network Solutions Group Pty Ltd
132848,CNTCorp
132849,Bandwidth Holdings Pty Ltd
132850,TS Global Network Sdn. Bhd.
132851,Mai-Tech Pty Ltd
132852,Vault Systems Pty. Ltd.
132855,SMC Enterprise Limited
132856,Kathmandu University
132857,Full Flavour Limited
132859,Thedc Pty Ltd
132862,St. Lukes Medical Center Global City Inc.
132865,Connect Managed Services (UK) Limited
132866,Rajamangala University of Technology Suvarnabhumi under UniNet Network
132867,Fidelity Business Services India Private Limited
132868,State Library of NSW
132869,Mohammad Mahabub Alam ta M.A Network Service
132871,Click Software India Pvt. Ltd
132872,Data Check Limited
132873,ZettaGrid Pty Ltd
132874,Universiti Malaysia Sabah
132875,National Pacs Limited
132876,Symphony Communication Public Company Limited
132877,Kalash Services Pvt Ltd
132878,HT Media Ltd.
132879,Rajabhat Mahasarakham University
132881,Omninet Ltd
132883,Hong Kong San Ai Net Int'L Limited
132884,Summit Communications Limited
132885,CET Development Sdn Bhd
132887,Counties Power Ltd
132889,Konica Minolta Business Solutions Australia Pty Ltd
132890,IP Core Sdn Bhd
132891,Sarfraz Textile Mills (Private) Limited
132892,CloudFlare Inc.
132893,Kodiak Networks India Private limited
132894,Sigma Internet Service
132895,Prodigy Communications Pty Ltd
132896,Market Creations Pty Ltd
132897,Link Today Internet
132898,Chorus New Zealand Limited
132899,Network Solutions Ltd
132900,Ascham School LTD
132901,Global Forway Sdn Bhd
132902,InfoTrack Pty Ltd
132905,AS Number of Ateneo de Davao University
132906,Lake Macquarie City Council
132908,Real World Technology Solutions Pty Ltd
132909,Act Government Intact Group
132911,Ecs Biztech Ltd
132914,Adelaide Brighton Limited
132915,M1 Limited Next Generation Broadband Network
132917,Yellow Pages Group
132920,Magnecomp Precision Technology Co Symphony Communication Public Company Limited
132922,Varun Beverages Limited
132923,Vihaan Telecommunication Pvt. Ltd.
132924,Ero Wide Comm Private Limited
132925,IdeaStack Solutions Private Limited
132926,Allen Career Institute
132931,Ficus Telecom Private Limited
132932,IT Things
132933,Charotar Telelink Pvt Ltd
